"subject"	"activity"	"Id"	"feature"	"mean"
17	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	-0.0445946372391304
17	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	-0.0890136151333333
18	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.393635924092308
18	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.459090849721053
18	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.361013970013699
18	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.0893293589464286
18	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	0.00593003606623636
18	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	-0.0290342554637931
19	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.211317149549398
19	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.268456602178082
19	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.29073713539726
19	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.124998092238462
19	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	0.174679438294872
19	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.296851347275
20	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.262706879425
20	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.22971324275
20	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	-0.00613414861917808
20	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.0864817772705882
20	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	-0.112876280435556
20	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	-0.0202231093223529
21	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.299647660524444
21	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.327937039236471
21	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.29194637176382
21	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.201672106271154
21	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	0.01064073576
21	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.167901534925532
22	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.208852833405556
22	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.207314701474194
22	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.106970242863492
22	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.0976461805652174
22	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	0.138397615911111
22	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.187559363004762
23	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.338094710990278
23	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.199533745057059
23	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.261655799526471
23	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.15173584590678
23	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	0.0579874222987037
23	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.148281880568627
24	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.347309299402778
24	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.353544370380882
24	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.293291552663768
24	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.102850167901724
24	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	-0.00198537142181818
24	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.0077672679220339
25	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.200493940424658
25	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.300439878492308
25	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.308447500314865
25	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.135338842345946
25	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	-0.000259638109310345
25	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.0278971843696923
26	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.350704034325
26	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.336786740217949
26	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.221668476393243
26	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.0423616587694915
26	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	-0.084571896612
26	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.0571545019854545
27	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.405104858945946
27	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.357920769852857
27	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.3290143599625
27	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.0162107116964912
27	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	0.103796321231818
27	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.116287371670588
28	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.26685931489625
28	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.22911153675
28	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.133307643270886
28	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.123016249824074
28	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	0.0545998274521739
28	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	0.172325927735294
29	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.488088499666667
29	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.33623279745
29	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.388020547984615
29	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	-0.0437918181396792
29	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	0.0327322971791667
29	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	-0.00164314465612245
30	"LAYING"	6	"fBodyBodyAccJerkMag-meanFreq()"	0.172121086168571
30	"SITTING"	4	"fBodyBodyAccJerkMag-meanFreq()"	0.318768530887097
30	"STANDING"	5	"fBodyBodyAccJerkMag-meanFreq()"	0.0494752816016949
30	"WALKING"	1	"fBodyBodyAccJerkMag-meanFreq()"	0.115010838159538
30	"WALKING_DOWNSTAIRS"	3	"fBodyBodyAccJerkMag-meanFreq()"	-0.125210388757581
30	"WALKING_UPSTAIRS"	2	"fBodyBodyAccJerkMag-meanFreq()"	-0.0484762641046154
1	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.8621901854
1	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.958435589361702
1	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.984617623396226
1	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.199252568986316
1	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.185720285744898
1	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.325961457396226
2	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.972112972708333
2	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.971840596086956
2	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.961775904814815
2	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.530704814745763
2	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.320838543553191
2	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.450612184791667
3	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.96458672483871
3	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.946664943653846
3	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.913682362622951
3	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.569755772241379
3	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.332376629371429
3	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.514211583728814
4	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.961556660185185
4	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.9487697524
4	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.914209165714286
4	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.609285588016667
4	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.429213369555556
4	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.575794072115385
5	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.968257068846154
5	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.944760322045455
5	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.904543921607143
5	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.484262828928571
5	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.349338414731915
5	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.392564530851064
6	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.930153639473684
6	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.929725679272727
6	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.926664297017544
6	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.329681123368421
6	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.0143735434
6	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.230627015078431
7	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.941130719230769
7	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.933081955208333
7	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.93870498490566
7	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.192909765467895
7	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.255045057404255
7	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.533982945882353
8	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.944528950555556
8	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.965806789347826
8	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.964564224074074
8	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.301241848645833
8	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.00036272967368421
8	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.229610952609756
9	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.9186053356
9	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.9344377378
9	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.929769067777778
9	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.513797480384615
9	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.347540226666667
9	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.531482693877551
10	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.937692642586207
10	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.974459732592593
10	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.937786743409091
10	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.412616909622642
10	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.312347510289474
10	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.265371689148936
11	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.967093356491228
11	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.969799951132076
11	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.982576519787234
11	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.610222628813559
11	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.456170108913043
11	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.55009966
12	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.9454970225
12	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.958511866666667
12	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.902356765573771
12	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.442503784
12	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.344938419969565
12	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.594032515192308
13	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.957681621290323
13	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.973258277755102
13	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.957488799473684
13	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.267472373877193
13	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.206121707212766
13	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.485477308909091
14	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.930151731176471
14	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.963320540555556
14	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.944405563833333
14	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.311386449661017
14	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.0787568406777778
14	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	0.0488588668185185
15	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.946812642361111
15	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.973762179830509
15	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.956733900188679
15	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.489166383703704
15	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.373898631190476
15	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.45369356625
16	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.970249638857143
16	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.954060994347826
16	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.975448632179487
16	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.669228540784314
16	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.488253939574468
16	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.630546675490196
17	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.969014444788732
17	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.98336929234375
17	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.984291131538461
17	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.518618058688525
17	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.40943875826087
17	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.504066956875
18	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.984329092153846
18	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.986535242105263
18	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.972352593013699
18	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.620331394285714
18	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.604735414363636
18	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.654029089310345
19	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.965624724457831
19	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.964238768493151
19	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.958578129589041
19	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.0952460452365385
19	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	0.203979764835897
19	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.28884026785
20	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.969832241176471
20	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.953399068181818
20	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.879437674794521
20	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.0520065599062745
20	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.100566103524444
20	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.286627716823529
21	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.962349012888889
21	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.977839702352941
21	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.956723022359551
21	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.409516081153846
21	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.406392284444444
21	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.475369886808511
22	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.946055840972222
22	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.951952767258065
22	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.932065270793651
22	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.438378722826087
22	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.338417326388889
22	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.369902
23	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.966239347916667
23	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.952293277205882
23	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.944583829705882
23	"WALKING"	1	"fBodyBodyGyroMag-mean()"	0.185078207383051
23	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	0.150825734842593
23	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.380388292223529
24	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.964001383472222
24	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.977973720735294
24	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.963922314202899
24	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.534509163793103
24	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.374298686727273
24	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.564664994745763
25	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.910126993561644
25	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.979350913692308
25	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.968972499594595
25	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.562733252702703
25	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.485763582068966
25	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.567153469846154
26	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.974305179605263
26	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.97646387
26	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.972333108648649
26	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.551927613050847
26	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.3345099466
26	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.556084778181818
27	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.979890667972973
27	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.979482820857143
27	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.975525565625
27	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.519451704035088
27	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.359113724772727
27	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.607667730196078
28	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.944218369375
28	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.960297525
28	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.909652436329114
28	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.514602424814815
28	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.223354793921739
28	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.534835409607843
29	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.98400134173913
29	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.980269425833333
29	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.980879722923077
29	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.416817853396226
29	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.381459881875
29	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.357213897032653
30	"LAYING"	6	"fBodyBodyGyroMag-mean()"	-0.962001199
30	"SITTING"	4	"fBodyBodyGyroMag-mean()"	-0.973876282903226
30	"STANDING"	5	"fBodyBodyGyroMag-mean()"	-0.917449417288136
30	"WALKING"	1	"fBodyBodyGyroMag-mean()"	-0.358344356
30	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-mean()"	-0.356772347348871
30	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-mean()"	-0.449150735076923
1	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	-0.1397750127
1	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	-0.000262186717021277
1	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.0286057725328302
1	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.268844367525895
1	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	0.349613895469388
1	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	-0.219303376110566
2	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	0.01856447223125
2	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	-0.106358909173913
2	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.0661266045796296
2	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.305283825254237
2	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	0.103971241706383
2	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	-0.022752769044375
3	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	-0.0229296114693548
3	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	-0.115525765230769
3	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.309822161422951
3	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.180946463034483
3	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	-0.0516699550093633
3	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	-0.177730591459322
4	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	-0.259851969798148
4	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	-0.20008475764
4	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.286128312085714
4	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.0697301245295
4	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	0.0600292045888889
4	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	-0.150274479246154
5	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	0.102441765923077
5	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	-0.00578350086590909
5	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.157768871232143
5	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.250620609769643
5	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	0.204633757510638
5	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	-0.0234001987774468
6	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	0.119317522942105
6	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	0.0461735838090909
6	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.0701196902631579
6	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.293109613491228
6	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	0.230693028479167
6	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	0.0144807316545098
7	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	-0.265784491092308
7	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	-0.142830891383333
7	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.187181670020755
7	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.300315718087719
7	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	0.235200926489362
7	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	-0.165200896648451
8	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	-0.0620563752462963
8	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	-0.141126202673913
8	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.108780315687387
8	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.0890005737952083
8	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	0.267675982868421
8	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	-0.128115003341463
9	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	-0.20634356866
9	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	-0.19597005159
9	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.174953568622222
9	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.127416241121154
9	"WALKING_DOWNSTAIRS"	3	"fBodyBodyGyroMag-meanFreq()"	0.0656782201880952
9	"WALKING_UPSTAIRS"	2	"fBodyBodyGyroMag-meanFreq()"	-0.259962957795918
10	"LAYING"	6	"fBodyBodyGyroMag-meanFreq()"	0.216535434472414
10	"SITTING"	4	"fBodyBodyGyroMag-meanFreq()"	0.00581337385185185
10	"STANDING"	5	"fBodyBodyGyroMag-meanFreq()"	-0.226492596295455
10	"WALKING"	1	"fBodyBodyGyroMag-meanFreq()"	0.129100106828302
